wo_id,wo_description,collection,primary_code,primary_code_description,secondary_code,secondary_code_description,equipment_id,equipment_name,preventive,work_priority,actual_finish,duration,actual_labor_hours
WO272067,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,9/6/16 16:52,3:00,1:00
WO286781,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,4/6/17 19:46,3:00,1:00
WO202263,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,5/29/14 15:30,3:00,1:00
WO253167,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,2/2/16 18:00,3:00,1:00
WO298238,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,10/16/17 13:02,3:00,1:00
WO329601,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,1/24/19 16:00,3:00,1:00
WO282103,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,2/2/17 20:32,3:00,1:00
WO235860,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,6/1/15 15:30,3:00,1:00
WO315756,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,6/20/18 19:16,3:00,1:00
WO336977,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,5/1/19 18:30,3:00,1:00
WO376658,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,12/10/20 14:00,3:00,1:00
WO309083,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,3/6/18 15:14,3:00,1:00
WO240298,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,8/5/15 15:30,3:00,1:00
WO291142,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,6/13/17 13:12,3:00,1:00
WO323484,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,10/30/18 13:30,3:00,1:00
WO330498,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,3/26/19 21:45,3:00,1:00
WO248629,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/19/15 14:00,3:00,1:00
WO347515,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,9/8/19 13:00,3:00,1:00
WO318099,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,8/18/18 13:00,3:00,1:00
WO324411,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,11/2/18 13:00,3:00,1:00
WO318097,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,7/5/18 18:59,3:00,1:00
WO272577,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,9/15/16 18:37,3:00,1:00
WO216091,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,10/30/14 7:30,3:00,1:00
WO227704,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,2/28/15 15:30,3:00,1:00
WO400171,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,11/17/21 20:30,3:00,1:00
WO376660,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,12/10/20 18:30,3:00,1:00
WO364671,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,6/18/20 13:00,3:00,1:00
WO266187,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,6/15/16 12:05,3:00,1:00
WO275080,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,10/25/16 18:42,3:00,1:00
WO243599,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,10/3/15 19:30,3:00,1:00
WO222102,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,1/3/15 15:30,3:00,1:00
WO366952,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,7/22/20 17:30,3:00,1:00
WO342835,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,8/2/19 17:30,3:00,1:00
WO198948,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,4/25/14 7:30,3:00,1:00
WO211035,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,8/19/14 7:30,3:00,1:00
WO289662,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,5/21/17 15:09,3:00,1:00
WO227706,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,2/28/15 15:30,3:00,1:00
WO395525,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,9/10/21 13:00,3:00,1:00
WO374220,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,11/4/20 18:00,3:00,1:00
WO287806,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,5/13/17 13:59,3:00,1:00
WO219588,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/18/14 7:30,3:00,1:00
WO324409,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/1/18 13:00,3:00,1:00
WO283384,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,3/12/17 14:18,3:00,1:00
WO258702,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,3/14/16 13:00,3:00,1:00
WO381218,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,2/17/21 18:00,3:00,1:00
WO238840,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,7/25/15 15:30,3:00,1:00
WO335520,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,4/26/19 23:30,3:00,1:00
WO279377,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,1/10/17 15:53,3:00,1:00
WO238842,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,7/24/15 7:30,3:00,1:00
WO270626,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,8/17/16 18:57,3:00,1:00
WO285448,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,3/18/17 14:43,3:00,1:00
WO236922,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,7/6/15 7:30,3:00,1:00
WO230273,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,4/10/15 7:30,3:00,1:00
WO291693,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,6/23/17 15:06,3:00,1:00
WO286348,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04014,Chiller 14,TRUE,5,3/31/17 14:01,3:00,1:00
WO224827,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,1/20/15 15:30,3:00,1:00
WO362083,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,6/26/20 15:00,3:00,1:00
WO387986,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04013,Chiller 13,TRUE,5,5/21/21 13:00,3:00,1:00
WO286345,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04007,Chiller 7,TRUE,5,3/31/17 13:35,3:00,1:00
WO286347,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04013,Chiller 13,TRUE,5,3/31/17 13:59,3:00,1:00
WO259200,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04007,Chiller 7,TRUE,5,4/5/16 17:30,3:00,1:00
WO253149,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,1/27/16 20:30,3:00,1:00
WO337046,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04014,Chiller 14,TRUE,5,5/19/19 17:00,3:00,1:00
WO387505,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,5/19/21 12:00,3:00,1:00
WO337044,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,5/18/19 13:00,3:00,1:00
WO305992,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,1/8/18 15:07,3:00,1:00
WO268660,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,7/22/16 15:00,3:00,1:00
WO279365,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,12/21/16 20:21,3:00,1:00
WO264048,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,5/18/16 16:42,3:00,1:00
WO216626,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,10/20/14 15:30,3:00,1:00
WO277078,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,11/17/16 19:28,3:00,1:00
WO293856,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,7/25/17 15:18,3:00,1:00
