event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
WO285446,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-03-18 14:40:00,
WO287167,WORK_ORDER,CM,MT003,Lubrication,CWC04701,Chiller 1,2017-03-24 19:30:00,
WO286469,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-04-25 16:43:00,
WO287804,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-05-13 13:55:00,
WO288898,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-05-20 14:57:00,
WO289662,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-05-21 15:09:00,
WO291691,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-06-22 15:31:00,
WO290791,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-06-22 15:50:00,
WO290786,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2017-07-21 16:40:00,
WO283924,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2017-07-21 19:00:00,
WO292615,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-07-25 13:12:00,
WO292642,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2017-07-26 14:51:00,
WO293864,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-07-28 16:29:00,
WO294867,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-08-11 16:32:00,
WO295722,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-09-07 16:39:00,
WO296827,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-09-20 12:15:00,
WO296784,WORK_ORDER,PM,MT011,Calibration,CWC04701,Chiller 1,2017-09-21 16:30:00,
WO296298,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2017-10-10 19:00:00,
WO298238,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-10-16 13:02:00,
WO298837,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-10-25 13:58:00,
WO300256,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-11-14 22:58:00,
WO301476,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-11-22 17:33:00,
WO297541,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2017-11-29 20:17:00,
WO302397,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-12-07 17:47:00,
WO305446,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04701,Chiller 1,2017-12-11 20:30:00,
WO306387,WORK_ORDER,CM,MT008,Leak Detection,CWC04701,Chiller 1,2017-12-12 20:30:00,
WO306378,WORK_ORDER,CM,MT008,Leak Detection,CWC04701,Chiller 1,2017-12-13 20:30:00,
WO303031,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2017-12-27 14:51:00,
WO303524,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2018-02-01 19:39:00,
WO306202,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-02-06 17:30:00,
WO306026,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-02-08 15:06:00,
WO308313,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-02-21 17:57:00,
WO304151,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-03-06 15:07:00,
WO309084,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-03-16 19:15:00,
WO310266,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-03-29 18:52:00,
WO311159,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-04-13 13:39:00,
WO309249,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2018-05-03 13:30:00,
WO312461,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-05-05 15:46:00,
WO313268,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-05-23 18:51:00,
WO314684,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-05-24 19:40:00,
WO315756,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-06-20 19:16:00,
WO317127,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-07-05 18:55:00,
WO318097,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-07-05 18:59:00,
WO315856,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2018-07-17 15:30:00,
WO319359,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-08-16 12:40:00,
WO320149,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-09-08 18:24:00,
WO319380,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2018-09-17 13:08:00,
WO321619,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-10-15 13:45:00,
WO322330,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-10-16 15:00:00,
WO322071,WORK_ORDER,PM,MT011,Calibration,CWC04701,Chiller 1,2018-10-25 18:30:00,
WO323620,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-10-26 12:00:00,
WO324409,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-11-01 13:00:00,
WO324165,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2018-11-27 13:00:00,
WO325727,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-12-07 12:15:00,
WO326325,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2018-12-07 16:00:00,
WO322839,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2018-12-10 13:45:00,
WO327779,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-01-14 14:30:00,
WO328585,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-01-20 00:30:00,
WO329714,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-02-15 13:00:00,
WO330496,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-01 16:00:00,
WO334377,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-16 12:00:00,
WO332187,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-16 13:00:00,
WO325829,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-21 18:00:00,
WO333080,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-26 23:45:00,
WO329679,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-03-31 13:00:00,
WO335520,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-04-26 23:30:00,
WO337101,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-05-02 12:00:00,
WO334370,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2019-05-15 14:00:00,
WO339848,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-06-13 14:43:00,
WO342029,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-07-27 11:00:00,
WO342833,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-08-02 13:00:00,
WO343349,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2019-08-29 12:00:00,
WO344192,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-08-30 22:30:00,
WO346811,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-08-30 22:30:00,
WO344947,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-09-05 13:00:00,
WO347515,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-09-08 13:00:00,
WO348874,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-11-04 19:30:00,
WO348443,WORK_ORDER,PM,MT010,Oil Analysis,CWC04701,Chiller 1,2019-11-06 13:00:00,
WO349560,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-11-20 14:00:00,
WO351140,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-12-09 18:00:00,
WO348015,WORK_ORDER,PM,MT011,Calibration,CWC04701,Chiller 1,2019-12-10 16:00:00,
WO351786,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2019-12-16 13:00:00,
WO353513,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-01-17 21:30:00,
WO354048,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-02-01 16:03:00,
WO355656,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-02-20 19:00:00,
WO356583,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-04-27 14:00:00,
WO358337,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-04-28 15:15:00,
WO359341,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-04-29 13:00:00,
WO361089,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-05-08 19:00:00,
WO361945,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-05-12 13:00:00,
WO363719,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-05-29 13:00:00,
WO364671,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-06-18 13:00:00,
WO366170,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-07-01 16:00:00,
WO354488,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-07-07 20:30:00,
WO341535,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2020-07-08 14:05:00,
WO366950,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-07-22 16:45:00,
WO368233,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-07-30 12:00:00,
WO350670,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-08-03 15:00:00,
WO369365,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-08-12 13:00:00,
WO370594,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-08-21 12:00:00,
WO371752,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-09-25 13:00:00,
WO372931,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-10-07 11:45:00,
WO367152,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2020-10-20 19:00:00,
WO372364,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04701,Chiller 1,2020-10-20 19:00:00,
WO373354,WORK_ORDER,PM,MT011,Calibration,CWC04701,Chiller 1,2020-10-26 14:30:00,
WO374218,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-11-04 14:27:00,
WO375383,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-11-12 17:00:00,
al_ba202117-a422-4bb4-a0f2-bdf1ffeca12f,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-11-24 19:00:00,
al_4e7893ea-a14f-48c5-b1b9-d6fd7c5c56d7,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-11-25 00:00:00,
al_b68ccaec-7600-4e17-b675-b9e37b365034,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-11-29 02:57:00,
al_428b9bcc-ab05-475e-abeb-d86943edbe73,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-11-30 00:00:00,
al_14e3c71b-0865-4a62-af0c-bc32eaf8e65a,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-02 03:19:00,
al_0e82c8a0-bc45-4644-bd9b-5d3c3620b02d,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-03 00:00:00,
al_67e60372-5377-4820-b0df-41e4cdcb1422,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-04 00:00:00,
al_d5a59c86-7803-425a-a16b-2261edb9decf,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-06 05:57:00,
al_74b8ed19-c56b-4a29-8a5c-53a7488ac7c2,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-07 00:00:00,
al_36855d81-e50a-417f-bd3a-a10b7b5da5f7,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-08 00:00:00,
al_38df3789-af99-48c1-a373-cf72caa36d2f,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-09 00:00:00,
al_703fbf8a-24f4-4488-9dfc-50718d6e7289,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-10 00:00:00,
WO376658,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-12-10 14:00:00,
al_39b26eb2-a78e-4d11-b2dd-5ed3054d3499,ALERT,ALERT,RUL0021,Chiller - Excessive Power use in chiller that is off,CWC04701,Chiller 1,2020-12-11 00:00:00,
al_b2e4d677-3b29-46ca-b4c9-f6803e4e5099,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04701,Chiller 1,2020-12-12 01:30:00,
al_fed922bc-9a21-48a3-b4d5-48b1be48203a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2020-12-14 15:15:00,
al_59d50e8c-568a-4b24-884d-78ecaee0df8e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-14 15:15:00,
al_3316ea35-7b30-48fe-a0d1-bcef43c43f5d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-15 00:00:00,
al_b2307cd4-8046-41e7-ae3d-e7054e57c13f,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-16 00:00:00,
WO377816,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2020-12-16 13:00:00,
al_96bafd33-a62f-4279-9e44-403fad1ffcbc,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-17 00:00:00,
al_d7656226-6963-40f6-aa8e-b20fd571edda,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-18 00:00:00,
al_81b5e382-6659-4e9a-91e5-94474bc34ee9,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-19 00:00:00,
al_d0c4d3fb-20c4-4a0e-b6b5-10b417dcf357,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-20 00:00:00,
al_5b464d07-0ca5-4196-bd23-4b3e583eed48,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-21 00:00:00,
al_93f75435-fadf-4c2b-8d95-7b6712cf5ac9,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-22 00:00:00,
al_919908ba-094b-4d9e-a3da-91d13c3657b8,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-23 00:00:00,
al_f801936c-8f9b-4138-bd37-eb33e175a8bc,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-24 00:00:00,
al_defc4992-7396-49fc-8b74-6849372c6ec3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-25 00:00:00,
al_812ba497-89c7-4b20-ae7d-e83647144ca3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-26 00:00:00,
al_45196406-e661-464a-bd2c-51732ca73e77,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-27 00:00:00,
al_0c88f994-c933-47ba-b5e4-0f46a42954b6,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-28 00:00:00,
al_f9bb3671-4573-440d-961c-d91660cba254,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-29 00:00:00,
al_b0da9e92-7949-4d2d-bfe9-d75bc0a1f5d3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-30 00:00:00,
al_eeb9bef8-95a0-4b07-a8d1-086c98e57df3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2020-12-31 00:00:00,
al_990113f3-b8a1-45ea-acaa-2df5d35ea663,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-01 00:00:00,
al_21cb6a55-7641-421b-9fbf-fc91260e543b,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-02 00:00:00,
al_6f378cff-fd2b-4809-8b13-2001888494a3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-03 00:00:00,
al_14895734-627b-4d43-8fab-ee69b566bdd4,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-04 00:00:00,
al_32bf6fb3-d1ec-4903-8bc7-294d648e3997,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-05 00:00:00,
al_05a84a2b-bbb0-4ec8-9cbd-3d03938d164c,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-06 00:00:00,
al_3e540c5b-6dbe-4fbe-bd18-d05107fbc558,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-07 00:00:00,
al_8dafa76d-303d-4635-83ce-42428b3166ae,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-08 00:00:00,
al_b8984189-8f10-45ac-9463-925b8334fefc,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-09 00:00:00,
al_4654d083-f7ed-4ae7-a961-8565e62f93a3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-10 00:00:00,
al_176bda59-35d9-473a-a3e9-62ab9de5cc48,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-11 00:00:00,
al_b7121fe5-f682-45ec-81a2-ecb861d2ecd2,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-12 00:00:00,
WO379170,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2021-01-12 18:00:00,
al_a2da4633-c58b-4365-a580-75786eb1c853,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-13 00:00:00,
al_17f0b4f6-cd0d-4227-a988-0d3d3f6f353a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-14 00:00:00,
al_6afc12b7-b804-4393-be69-31bd25180f19,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-15 00:00:00,
al_f3e4561d-fe27-40bd-9d93-9aec788468f0,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-01-16 00:00:00,
al_393515e0-e6d7-48cb-8e07-41d776f16664,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-16 00:00:00,
al_77df3d26-19d1-4b33-936c-f35a8decf349,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-01-16 09:00:00,
al_c69fad4e-598e-4548-9f2a-256bd00d8a33,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-01-17 00:00:00,
al_2d67675e-d814-4002-ab79-dd5eb67f7b93,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-17 00:00:00,
al_bee3659b-3550-4a87-8fb5-53b9b115eb2c,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-01-18 00:00:00,
al_3ca5e908-aa77-4dc1-a099-cde849c5da7b,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-18 00:00:00,
al_5437dd53-e6bd-4131-bd32-b508ae1e3208,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-01-19 00:00:00,
al_1a378a73-49f1-4dc8-9779-58741e4e4db9,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-19 00:00:00,
al_6cfd0cbe-e52a-486d-a599-7a9faed198cc,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-20 00:00:00,
al_1fae8040-42b8-4e97-a430-9aee6bf9c405,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-21 00:00:00,
al_b285b1b6-c97a-49e0-afb0-c4dcf0e78915,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-22 00:00:00,
al_06c6d052-05b3-41f0-80d1-3d1ae9902808,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-23 00:00:00,
al_e816cd9d-f1c4-4800-abd0-f81181fceb8d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-24 00:00:00,
al_e0e9edbf-c44d-449b-a5e6-bd1ed155727a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-25 00:00:00,
al_e6fbcf6b-38e2-4a55-aa7b-4317f1bb0f8a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-26 00:00:00,
al_8d7bf7c3-e8a9-46eb-9499-fe59eff94e52,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-27 00:00:00,
WO380159,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2021-01-27 18:30:00,AW=0  CHILLER #1
al_480d0410-5c65-4ade-8f84-2cb526b8e96e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-28 00:00:00,
al_2c9849a4-cec7-4e73-b4c3-7853fb1482da,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-29 00:00:00,
al_ee0f126d-957c-4659-b8bd-36e6a50ff5d4,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-30 00:00:00,
al_860e1b10-44d9-4b4c-b95e-d170718e4315,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-01-31 00:00:00,
al_d7565f76-f616-4564-bcf2-b9fd2de1d0c0,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-01 00:00:00,
al_6d61ea1b-9c6b-4410-a0cd-78ea976ad667,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-02 00:00:00,
al_5bcb03d7-11f8-45ed-b4ac-9128718ebf17,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-03 00:00:00,
al_9bf9352f-4f2f-4497-9896-0cf069bfd29d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-04 00:00:00,
al_9f4a67f1-8a23-4c53-9687-fdc2d8b42325,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-05 00:00:00,
al_e09988bb-32f1-4c04-984c-379e588067e3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-06 00:00:00,
al_81eb01fc-4335-4471-a55d-223bab0e7815,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-07 00:00:00,
al_657f1507-c64e-4656-b579-c4e4ae917916,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-08 00:00:00,
al_3a14d5eb-af6e-4d30-a740-78da3a030285,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-09 00:00:00,
al_9786b459-b684-4d47-b634-58f819ba5f05,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-10 00:00:00,
al_20d08466-4002-41f9-8099-0c470dec7e05,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-11 00:00:00,
al_c3e6894b-5783-49cb-a47d-7a36152cab8e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-12 00:00:00,
al_7dab28b9-1fb4-426b-9d9d-9b521d83fdd5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-13 00:00:00,
al_b9ca9077-1a34-482e-910e-cae9adf13204,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-14 00:00:00,
al_c1271f08-fbc4-4892-9002-a9679700a9f8,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-15 00:00:00,
al_23586d9d-15d4-4186-a3ca-4c67fb4728d1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-16 00:00:00,
al_ceb6483a-a635-43f0-8d8a-7f49ea452f0b,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-02-16 20:45:00,
al_b657417b-40fe-4ec0-8d28-8b0a1294b2dc,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04701,Chiller 1,2021-02-17 00:00:00,
al_4fdd14b4-a2e3-4c7c-83fe-849a6aaca87e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-17 00:00:00,
WO381216,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04701,Chiller 1,2021-02-17 14:00:00,
al_6e413fbc-d24e-48a7-8f31-7ef3bc8a7b48,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04701,Chiller 1,2021-02-18 00:00:00,
